"longitude","latitude","reconstruction_log_probability","percentile"
11.57765369,56.34932413,-6.0080189704895,"0-25"
20.67765369,56.14932413,-5.34355306625366,"25-50"
11.67765369,56.44932413,-6.05332374572754,"0-25"
17.97765369,54.84932413,-3.1209032535553,"75-100"
11.47765369,56.94932413,-5.40506982803345,"0-25"
10.67765369,55.74932413,-3.04228115081787,"75-100"
10.57765369,54.74932413,-3.26970767974854,"75-100"
10.87765369,56.54932413,-3.13403630256653,"75-100"
11.47765369,57.04932413,-3.08692812919617,"75-100"
11.47765369,56.44932413,-3.16181111335754,"75-100"
20.07765369,55.24932413,-4.04555177688599,"50-75"
12.67765369,54.74932413,-4.23003387451172,"50-75"
11.37765369,56.44932413,-5.44940996170044,"0-25"
12.97765369,54.94932413,-5.62998676300049,"0-25"
11.97765369,56.94932413,-3.69679975509644,"50-75"
15.47765369,54.44932413,-4.17164325714111,"50-75"
11.47765369,56.54932413,-3.6509370803833,"50-75"
13.17765369,55.24932413,-3.54812526702881,"50-75"
13.07765369,55.24932413,-3.42137503623962,"50-75"
12.97765369,55.24932413,-3.00898575782776,"75-100"
12.57765369,56.64932413,-4.78286552429199,"25-50"
11.87765369,56.54932413,-6.68581199645996,"0-25"
11.97765369,56.54932413,-3.72815299034119,"50-75"
16.77765369,54.74932413,-4.6409158706665,"25-50"
11.37765369,56.94932413,-5.14470624923706,"25-50"
11.37765369,56.64932413,-2.84569430351257,"75-100"
20.67765369,56.04932413,-3.04509472846985,"75-100"
12.47765369,56.84932413,-2.87368226051331,"75-100"
16.77765369,55.04932413,-2.83722949028015,"75-100"
10.97765369,56.64932413,-3.1513364315033,"75-100"
14.47765369,54.64932413,-3.20604681968689,"75-100"
11.67765369,56.04932413,-3.00455284118652,"75-100"
11.87765369,56.34932413,-3.82081246376038,"50-75"
11.67765369,56.14932413,-3.16278767585754,"75-100"
11.37765369,55.14932413,-2.9259717464447,"75-100"
11.57765369,55.14932413,-3.09532284736633,"75-100"
11.67765369,56.24932413,-3.01982021331787,"75-100"
20.47765369,56.24932413,-4.53357458114624,"25-50"
10.97765369,56.34932413,-3.39282131195068,"50-75"
17.27765369,54.74932413,-3.03696417808533,"75-100"
11.07765369,56.44932413,-3.34322595596313,"75-100"
11.27765369,56.24932413,-3.04102492332458,"75-100"
12.07765369,56.34932413,-4.66680955886841,"25-50"
10.77765369,57.04932413,-3.27519106864929,"75-100"
10.67765369,57.14932413,-3.11420583724976,"75-100"
10.67765369,57.04932413,-2.96881723403931,"75-100"
10.57765369,57.14932413,-3.05731749534607,"75-100"
10.57765369,57.24932413,-3.10026550292969,"75-100"
10.87765369,57.14932413,-2.85393166542053,"75-100"
11.37765369,54.54932413,-3.34201884269714,"75-100"
11.37765369,56.54932413,-3.13796496391296,"75-100"
12.07765369,56.14932413,-3.29997944831848,"75-100"
16.97765369,55.14932413,-5.52650165557861,"0-25"
10.97765369,55.84932413,-3.17620301246643,"75-100"
20.57765369,56.14932413,-3.01317167282104,"75-100"
10.97765369,57.04932413,-2.81574702262878,"75-100"
20.17765369,55.04932413,-3.4478816986084,"50-75"
12.77765369,54.74932413,-3.31984567642212,"75-100"
11.27765369,56.64932413,-3.01143956184387,"75-100"
10.87765369,57.04932413,-2.91411089897156,"75-100"
11.07765369,54.64932413,-3.22882962226868,"75-100"
10.97765369,54.74932413,-2.96246147155762,"75-100"
11.77765369,55.84932413,-3.36372065544128,"75-100"
10.97765369,56.44932413,-3.29048418998718,"75-100"
14.77765369,54.04932413,-4.03293800354004,"50-75"
11.37765369,57.04932413,-5.33910226821899,"25-50"
10.97765369,56.54932413,-3.2370879650116,"75-100"
12.57765369,54.64932413,-6.28373336791992,"0-25"
11.17765369,57.04932413,-2.82155466079712,"75-100"
11.77765369,56.04932413,-3.01160979270935,"75-100"
17.47765369,54.84932413,-3.04587173461914,"75-100"
17.67765369,54.84932413,-3.13790416717529,"75-100"
17.57765369,54.84932413,-3.22474002838135,"75-100"
10.77765369,57.14932413,-3.08230400085449,"75-100"
11.77765369,56.14932413,-3.16293144226074,"75-100"
12.07765369,56.54932413,-3.35634326934814,"75-100"
16.77765369,54.64932413,-4.63295364379883,"25-50"
12.77765369,54.64932413,-3.17049670219421,"75-100"
11.97765369,56.14932413,-3.19380855560303,"75-100"
11.17765369,56.54932413,-3.11647510528564,"75-100"
15.47765369,55.14932413,-7.72217559814453,"0-25"
14.27765369,55.24932413,-3.56255388259888,"50-75"
12.67765369,56.64932413,-6.61253309249878,"0-25"
11.87765369,56.04932413,-2.94023489952087,"75-100"
10.67765369,55.84932413,-3.14417576789856,"75-100"
16.37765369,54.84932413,-3.03827834129333,"75-100"
10.77765369,57.24932413,-3.07989811897278,"75-100"
14.77765369,54.14932413,-3.30664014816284,"75-100"
12.67765369,54.54932413,-3.29561328887939,"75-100"
10.87765369,56.24932413,-3.90363621711731,"50-75"
20.07765369,55.14932413,-4.27702188491821,"50-75"
16.77765369,55.14932413,-5.51665163040161,"0-25"
10.97765369,54.64932413,-3.17805147171021,"75-100"
14.77765369,54.24932413,-3.00465655326843,"75-100"
12.37765369,56.44932413,-3.36007928848267,"75-100"
11.07765369,55.74932413,-2.78404974937439,"75-100"
12.77765369,54.54932413,-3.18471741676331,"75-100"
15.27765369,54.34932413,-5.93860197067261,"0-25"
15.17765369,54.34932413,-6.041916847229,"0-25"
14.97765369,54.44932413,-3.19040060043335,"75-100"
15.07765369,54.34932413,-6.14448022842407,"0-25"
15.17765369,54.24932413,-3.26326322555542,"75-100"
16.97765369,55.54932413,-3.19691252708435,"75-100"
14.77765369,54.34932413,-3.03417801856995,"75-100"
12.17765369,56.54932413,-4.03236150741577,"50-75"
17.17765369,55.54932413,-5.20981407165527,"25-50"
16.77765369,55.24932413,-5.117018699646,"25-50"
10.87765369,57.24932413,-2.91241216659546,"75-100"
10.87765369,57.34932413,-3.03621578216553,"75-100"
16.87765369,54.64932413,-3.10170912742615,"75-100"
16.87765369,54.74932413,-3.01631784439087,"75-100"
16.97765369,54.74932413,-3.01094388961792,"75-100"
17.07765369,54.74932413,-3.03304243087769,"75-100"
11.97765369,56.24932413,-3.44787573814392,"50-75"
11.87765369,56.14932413,-3.19326639175415,"75-100"
11.97765369,56.04932413,-2.91332983970642,"75-100"
16.87765369,55.44932413,-7.23623704910278,"0-25"
16.27765369,54.64932413,-4.71864652633667,"25-50"
15.27765369,54.14932413,-3.56877422332764,"50-75"
12.17765369,56.44932413,-3.33480906486511,"75-100"
17.17765369,54.74932413,-3.01481342315674,"75-100"
20.47765369,56.14932413,-2.91524863243103,"75-100"
15.27765369,54.24932413,-3.2177791595459,"75-100"
20.67765369,56.44932413,-4.56261253356934,"25-50"
13.87765369,55.34932413,-3.50207591056824,"50-75"
13.77765369,55.34932413,-3.4733362197876,"50-75"
11.07765369,56.54932413,-3.21916580200195,"75-100"
11.27765369,56.54932413,-3.17069053649902,"75-100"
11.17765369,56.64932413,-3.1218798160553,"75-100"
16.47765369,54.94932413,-2.97313809394836,"75-100"
19.97765369,55.24932413,-3.84563255310059,"50-75"
15.87765369,54.44932413,-3.51242780685425,"50-75"
12.67765369,54.64932413,-5.58445310592651,"0-25"
15.87765369,54.34932413,-3.10283446311951,"75-100"
20.37765369,56.24932413,-3.01086854934692,"75-100"
11.27765369,57.14932413,-2.89368391036987,"75-100"
12.27765369,56.44932413,-3.72765731811523,"50-75"
20.37765369,56.04932413,-5.41417551040649,"0-25"
14.67765369,55.64932413,-5.69290924072266,"0-25"
15.17765369,54.14932413,-3.54541778564453,"50-75"
11.37765369,57.34932413,-6.12667274475098,"0-25"
11.27765369,57.44932413,-4.07985591888428,"50-75"
10.77765369,55.74932413,-3.6652934551239,"50-75"
13.47765369,55.24932413,-3.26925015449524,"75-100"
16.27765369,54.44932413,-3.72662806510925,"50-75"
16.77765369,55.34932413,-5.03290319442749,"25-50"
16.67765369,55.34932413,-4.99937868118286,"25-50"
16.57765369,55.34932413,-4.83441734313965,"25-50"
16.77765369,55.44932413,-7.3361930847168,"0-25"
14.87765369,54.14932413,-3.28621935844421,"75-100"
12.67765369,55.94932413,-4.82241821289062,"25-50"
17.17765369,54.84932413,-3.01454854011536,"75-100"
15.97765369,54.64932413,-3.52830410003662,"50-75"
11.17765369,57.14932413,-2.86136651039124,"75-100"
13.87765369,55.24932413,-3.36073040962219,"75-100"
13.67765369,55.24932413,-3.46677994728088,"50-75"
17.47765369,56.04932413,-3.10339903831482,"75-100"
17.47765369,55.94932413,-3.08566665649414,"75-100"
17.37765369,55.94932413,-3.08026337623596,"75-100"
17.27765369,55.94932413,-5.13824462890625,"25-50"
17.37765369,56.04932413,-3.03056859970093,"75-100"
17.27765369,56.04932413,-2.99318933486938,"75-100"
17.17765369,56.04932413,-2.9572114944458,"75-100"
17.37765369,55.84932413,-5.36315965652466,"25-50"
17.37765369,56.24932413,-2.90643668174744,"75-100"
17.37765369,56.14932413,-2.92910432815552,"75-100"
17.27765369,56.14932413,-2.82190585136414,"75-100"
14.27765369,55.34932413,-3.26966667175293,"75-100"
10.97765369,57.14932413,-2.89460968971252,"75-100"
11.07765369,57.14932413,-2.89439725875854,"75-100"
16.57765369,55.24932413,-5.02405405044556,"25-50"
18.47765369,54.84932413,-3.69577169418335,"50-75"
14.17765369,55.24932413,-3.29242324829102,"75-100"
13.77765369,55.24932413,-3.41943168640137,"50-75"
10.87765369,55.54932413,-3.54246163368225,"50-75"
16.17765369,54.64932413,-3.37105941772461,"50-75"
20.37765369,56.14932413,-5.53464365005493,"0-25"
20.27765369,56.04932413,-5.36844968795776,"0-25"
14.97765369,54.14932413,-3.44751405715942,"50-75"
17.07765369,54.84932413,-3.5756356716156,"50-75"
14.87765369,54.24932413,-3.06895637512207,"75-100"
13.57765369,55.24932413,-3.2564492225647,"75-100"
16.07765369,54.54932413,-3.31297421455383,"75-100"
19.57765369,54.44932413,-3.89119839668274,"50-75"
14.37765369,55.44932413,-3.50296306610107,"50-75"
17.27765369,55.54932413,-5.35571193695068,"25-50"
16.47765369,55.24932413,-5.15183925628662,"25-50"
17.67765369,55.64932413,-5.53887414932251,"0-25"
15.07765369,54.24932413,-5.43712043762207,"0-25"
13.97765369,55.34932413,-4.63516998291016,"25-50"
11.07765369,57.34932413,-3.01025724411011,"75-100"
15.97765369,54.34932413,-3.24805164337158,"75-100"
18.27765369,54.94932413,-3.38811802864075,"50-75"
17.47765369,55.74932413,-6.4982795715332,"0-25"
19.67765369,55.94932413,-3.20880675315857,"75-100"
17.57765369,55.74932413,-5.20186567306519,"25-50"
19.87765369,54.94932413,-3.17768478393555,"75-100"
14.97765369,54.24932413,-3.15618753433228,"75-100"
19.67765369,55.84932413,-3.55547618865967,"50-75"
19.77765369,54.94932413,-3.27692770957947,"75-100"
18.07765369,55.14932413,-3.68206572532654,"50-75"
16.07765369,54.44932413,-3.64859580993652,"50-75"
16.07765369,54.64932413,-3.48212909698486,"50-75"
10.67765369,55.64932413,-3.510910987854,"50-75"
17.37765369,55.74932413,-4.46495962142944,"25-50"
16.97765369,54.94932413,-2.92604613304138,"75-100"
16.77765369,55.54932413,-2.97332096099854,"75-100"
19.77765369,54.84932413,-3.21931409835815,"75-100"
16.17765369,54.34932413,-3.76802921295166,"50-75"
16.37765369,55.24932413,-7.2739577293396,"0-25"
14.87765369,54.34932413,-3.17018365859985,"75-100"
17.87765369,54.84932413,-3.19472312927246,"75-100"
17.57765369,55.44932413,-3.97326922416687,"50-75"
15.37765369,55.14932413,-7.67089033126831,"0-25"
17.57765369,55.84932413,-3.43473505973816,"50-75"
11.97765369,54.24932413,-3.56527137756348,"50-75"
11.37765369,54.04932413,-3.1272828578949,"75-100"
17.47765369,55.84932413,-5.56081199645996,"0-25"
19.57765369,55.84932413,-3.39845013618469,"50-75"
18.27765369,55.94932413,-3.91001796722412,"50-75"
16.67765369,55.64932413,-3.36684775352478,"50-75"
16.87765369,55.64932413,-2.97351932525635,"75-100"
17.77765369,54.84932413,-3.12155938148499,"75-100"
17.27765369,55.04932413,-5.79348278045654,"0-25"
19.77765369,55.94932413,-3.27137160301208,"75-100"
18.37765369,54.84932413,-3.22775101661682,"75-100"
19.77765369,54.74932413,-3.1954653263092,"75-100"
18.27765369,55.74932413,-4.39706611633301,"25-50"
17.07765369,54.94932413,-2.95129919052124,"75-100"
14.97765369,54.34932413,-3.37461423873901,"50-75"
16.97765369,55.04932413,-5.35587167739868,"25-50"
14.87765369,54.44932413,-3.18336415290833,"75-100"
17.97765369,56.34932413,-5.18499374389648,"25-50"
18.07765369,56.24932413,-7.74120664596558,"0-25"
17.47765369,56.14932413,-2.97734665870667,"75-100"
14.77765369,55.94932413,-4.59507846832275,"25-50"
10.57765369,57.64932413,-3.48904800415039,"50-75"
13.97765369,55.24932413,-3.66010594367981,"50-75"
16.37765369,54.94932413,-3.28218340873718,"75-100"
15.97765369,54.44932413,-3.21723747253418,"75-100"
16.07765369,54.34932413,-3.47289419174194,"50-75"
16.17765369,54.44932413,-3.43216609954834,"50-75"
15.27765369,54.94932413,-5.8292760848999,"0-25"
17.67765369,54.94932413,-3.04719734191895,"75-100"
15.17765369,54.94932413,-5.64581966400146,"0-25"
19.77765369,54.64932413,-3.82994198799133,"50-75"
17.27765369,55.84932413,-5.15870666503906,"25-50"
17.17765369,56.14932413,-2.77430319786072,"75-100"
17.27765369,56.24932413,-3.70826482772827,"50-75"
18.27765369,55.84932413,-4.15417718887329,"50-75"
17.17765369,56.24932413,-2.89960908889771,"75-100"
17.67765369,55.74932413,-3.36522150039673,"50-75"
18.17765369,56.04932413,-3.61418223381042,"50-75"
17.27765369,55.74932413,-4.47850036621094,"25-50"
14.87765369,55.94932413,-4.59304809570312,"25-50"
14.37765369,55.74932413,-4.95737838745117,"25-50"
14.27765369,55.74932413,-6.79060125350952,"0-25"
14.37765369,55.84932413,-4.61135673522949,"25-50"
17.17765369,55.14932413,-4.28244733810425,"50-75"
17.37765369,55.04932413,-5.81421518325806,"0-25"
17.37765369,55.44932413,-3.80017518997192,"50-75"
18.17765369,55.74932413,-4.08716201782227,"50-75"
16.87765369,55.54932413,-3.0843608379364,"75-100"
17.67765369,56.24932413,-3.02538061141968,"75-100"
17.07765369,56.24932413,-3.64220714569092,"50-75"
17.17765369,55.04932413,-3.43782877922058,"50-75"
18.67765369,54.44932413,-3.95044255256653,"50-75"
16.67765369,55.54932413,-3.1185348033905,"75-100"
17.57765369,55.04932413,-5.39396905899048,"0-25"
19.67765369,54.64932413,-4.46424770355225,"25-50"
17.57765369,56.14932413,-3.02252888679504,"75-100"
17.67765369,56.34932413,-3.12360644340515,"75-100"
17.67765369,56.14932413,-3.23944711685181,"75-100"
17.57765369,56.24932413,-2.80928254127502,"75-100"
20.07765369,56.14932413,-5.38631725311279,"0-25"
16.77765369,55.64932413,-3.14708590507507,"75-100"
18.17765369,55.84932413,-3.78392887115479,"50-75"
15.27765369,55.14932413,-7.22124671936035,"0-25"
17.17765369,55.44932413,-3.46316599845886,"50-75"
10.57765369,57.34932413,-3.07987809181213,"75-100"
17.07765369,55.04932413,-5.43534231185913,"0-25"
18.17765369,55.94932413,-3.41058874130249,"50-75"
17.77765369,55.04932413,-6.01910877227783,"0-25"
17.67765369,55.04932413,-5.87147045135498,"0-25"
15.27765369,55.24932413,-7.15677165985107,"0-25"
16.97765369,55.24932413,-5.43586301803589,"0-25"
17.17765369,55.94932413,-5.31383514404297,"25-50"
18.07765369,56.14932413,-3.18208193778992,"75-100"
18.37765369,55.04932413,-3.85950565338135,"50-75"
18.47765369,54.94932413,-3.8272852897644,"50-75"
17.17765369,55.64932413,-6.81385564804077,"0-25"
17.47765369,56.24932413,-2.80140781402588,"75-100"
18.67765369,54.84932413,-7.12026166915894,"0-25"
17.57765369,55.94932413,-3.52400803565979,"50-75"
18.67765369,54.54932413,-4.27900695800781,"50-75"
16.77765369,55.74932413,-3.19834446907043,"75-100"
18.87765369,54.44932413,-4.05784225463867,"50-75"
17.07765369,56.14932413,-3.5875141620636,"50-75"
17.17765369,55.74932413,-4.51218318939209,"25-50"
17.07765369,55.24932413,-5.74621486663818,"0-25"
17.07765369,55.44932413,-5.03758382797241,"25-50"
17.17765369,55.84932413,-3.10364627838135,"75-100"
15.07765369,54.44932413,-5.87674951553345,"0-25"
16.97765369,55.64932413,-3.01024031639099,"75-100"
17.17765369,55.24932413,-4.66133260726929,"25-50"
17.57765369,55.14932413,-3.87980270385742,"50-75"
18.07765369,56.04932413,-3.24179983139038,"75-100"
18.57765369,54.64932413,-4.27338933944702,"50-75"
14.57765369,55.84932413,-4.67185735702515,"25-50"
17.07765369,55.64932413,-5.38758325576782,"0-25"
10.57765369,57.44932413,-3.17765283584595,"75-100"
17.57765369,56.04932413,-3.28445768356323,"75-100"
16.67765369,55.94932413,-5.56021642684937,"0-25"
16.77765369,55.84932413,-3.27540278434753,"75-100"
16.67765369,55.74932413,-3.81017088890076,"50-75"
16.87765369,55.74932413,-3.19580936431885,"75-100"
17.07765369,56.04932413,-5.0638861656189,"25-50"
18.67765369,54.64932413,-4.35272121429443,"25-50"
12.67765369,55.34932413,-3.77379751205444,"50-75"
14.97765369,56.04932413,-4.76229476928711,"25-50"
13.27765369,55.24932413,-3.23407316207886,"75-100"
16.17765369,54.74932413,-3.61685299873352,"50-75"
17.07765369,55.74932413,-3.00831484794617,"75-100"
17.57765369,56.34932413,-3.14722967147827,"75-100"
13.07765369,55.14932413,-4.76875782012939,"25-50"
18.07765369,56.34932413,-5.35814523696899,"25-50"
13.37765369,55.24932413,-3.3505277633667,"75-100"
15.67765369,55.94932413,-4.52572107315063,"25-50"
15.67765369,55.84932413,-3.1353075504303,"75-100"
16.27765369,54.84932413,-3.57458066940308,"50-75"
10.97765369,57.34932413,-2.94677877426147,"75-100"
16.97765369,55.74932413,-3.06385636329651,"75-100"
17.07765369,55.94932413,-5.30853700637817,"25-50"
18.67765369,54.74932413,-4.54974460601807,"25-50"
17.07765369,55.84932413,-3.26409530639648,"75-100"
17.67765369,56.04932413,-3.58532619476318,"50-75"
18.17765369,56.34932413,-2.8517906665802,"75-100"
16.97765369,56.14932413,-2.86755275726318,"75-100"
16.77765369,56.34932413,-3.63258028030396,"50-75"
12.97765369,55.34932413,-5.25122928619385,"25-50"
16.87765369,56.24932413,-3.3136305809021,"75-100"
12.87765369,55.34932413,-2.96503734588623,"75-100"
18.27765369,56.34932413,-2.75052046775818,"75-100"
14.47765369,55.84932413,-4.61771440505981,"25-50"
14.27765369,55.64932413,-3.1182918548584,"75-100"
17.97765369,56.44932413,-3.16876912117004,"75-100"
16.97765369,55.84932413,-3.54712533950806,"50-75"
15.77765369,56.04932413,-4.31014347076416,"25-50"
16.87765369,55.84932413,-3.25976300239563,"75-100"
14.37765369,55.64932413,-3.33937740325928,"75-100"
16.97765369,56.04932413,-7.58076858520508,"0-25"
18.07765369,56.44932413,-3.07650303840637,"75-100"
16.57765369,55.74932413,-5.8875150680542,"0-25"
17.07765369,55.54932413,-3.01786613464355,"75-100"
17.07765369,55.14932413,-3.26694798469543,"75-100"
16.97765369,55.94932413,-3.02315735816956,"75-100"
18.37765369,56.34932413,-2.98453879356384,"75-100"
18.17765369,56.44932413,-2.7785918712616,"75-100"
18.27765369,56.44932413,-2.71602249145508,"75-100"
12.67765369,55.44932413,-5.64214086532593,"0-25"
18.37765369,56.44932413,-2.77009010314941,"75-100"
16.87765369,56.14932413,-5.6906681060791,"0-25"
16.87765369,55.94932413,-5.4238486289978,"0-25"
12.47765369,56.14932413,-5.04482507705688,"25-50"
18.57765369,56.44932413,-3.07359600067139,"75-100"
16.67765369,55.84932413,-3.34372496604919,"75-100"
16.77765369,56.24932413,-3.44427442550659,"50-75"
15.37765369,56.04932413,-4.93007612228394,"25-50"
12.77765369,55.44932413,-3.28475403785706,"75-100"
16.87765369,56.04932413,-7.83292388916016,"0-25"
18.47765369,56.44932413,-2.76166391372681,"75-100"
15.97765369,55.94932413,-4.63002634048462,"25-50"
16.77765369,55.94932413,-5.44230842590332,"0-25"
12.87765369,55.44932413,-3.26225280761719,"75-100"
15.27765369,56.04932413,-4.7928729057312,"25-50"
18.47765369,56.34932413,-3.10870242118835,"75-100"
16.57765369,55.84932413,-3.59769034385681,"50-75"
16.77765369,56.14932413,-5.82550621032715,"0-25"
16.77765369,56.04932413,-4.19118928909302,"50-75"
16.07765369,55.94932413,-3.17517113685608,"75-100"
16.07765369,56.04932413,-4.59242391586304,"25-50"
16.67765369,56.24932413,-3.32149028778076,"75-100"
12.77765369,55.54932413,-9.03008651733398,"0-25"
12.87765369,55.64932413,-5.31475019454956,"25-50"
16.67765369,56.04932413,-3.18767428398132,"75-100"
12.67765369,55.74932413,-7.68225860595703,"0-25"
16.47765369,56.04932413,-3.33902931213379,"75-100"
16.57765369,55.94932413,-4.31978797912598,"25-50"
16.47765369,55.84932413,-3.59537792205811,"50-75"
16.57765369,56.14932413,-3.19781136512756,"75-100"
16.07765369,56.14932413,-4.47265672683716,"25-50"
16.27765369,56.04932413,-4.59095525741577,"25-50"
16.37765369,56.04932413,-2.98547673225403,"75-100"
16.27765369,56.14932413,-4.5916600227356,"25-50"
16.37765369,56.14932413,-4.29299831390381,"50-75"
16.17765369,56.24932413,-4.42012310028076,"25-50"
16.37765369,56.24932413,-2.50717949867249,"75-100"
16.27765369,56.24932413,-4.45337629318237,"25-50"
16.27765369,56.34932413,-2.74013876914978,"75-100"
16.27765369,56.44932413,-2.95391869544983,"75-100"
16.37765369,56.34932413,-2.65740251541138,"75-100"
16.17765369,55.54932413,-6.05447816848755,"0-25"
16.17765369,55.34932413,-8.01296806335449,"0-25"
19.27765369,56.34932413,-6.25009489059448,"0-25"
18.27765369,55.64932413,-4.20052242279053,"50-75"
19.07765369,55.64932413,-3.91287469863892,"50-75"
18.97765369,55.64932413,-3.81304574012756,"50-75"
20.47765369,56.44932413,-4.6123194694519,"25-50"
20.37765369,56.34932413,-2.9617292881012,"75-100"
18.57765369,55.24932413,-3.78619766235352,"50-75"
14.77765369,55.64932413,-5.31444644927979,"25-50"
14.77765369,55.84932413,-4.64070510864258,"25-50"
18.17765369,55.64932413,-3.94614219665527,"50-75"
19.07765369,55.34932413,-4.27192163467407,"50-75"
19.07765369,55.24932413,-4.03891563415527,"50-75"
19.17765369,55.34932413,-4.30677270889282,"25-50"
19.17765369,55.24932413,-4.30906057357788,"25-50"
15.27765369,54.84932413,-6.89815664291382,"0-25"
18.27765369,56.14932413,-6.00848627090454,"0-25"
18.37765369,56.24932413,-3.2807445526123,"75-100"
16.17765369,55.44932413,-7.84488821029663,"0-25"
20.57765369,55.24932413,-2.85870838165283,"75-100"
18.27765369,55.34932413,-3.70102524757385,"50-75"
11.77765369,57.34932413,-3.49694466590881,"50-75"
16.27765369,55.34932413,-7.73499488830566,"0-25"
14.97765369,54.84932413,-3.89455103874207,"50-75"
16.27765369,55.44932413,-9.99632167816162,"0-25"
14.67765369,54.74932413,-6.05279397964478,"0-25"
19.67765369,56.04932413,-3.1646363735199,"75-100"
15.07765369,55.34932413,-5.81925010681152,"0-25"
16.17765369,55.24932413,-8.11861515045166,"0-25"
14.57765369,54.64932413,-3.55954599380493,"50-75"
20.27765369,55.74932413,-3.68972635269165,"50-75"
14.87765369,54.84932413,-6.26069450378418,"0-25"
11.77765369,57.24932413,-3.96397161483765,"50-75"
14.77765369,54.74932413,-6.32893848419189,"0-25"
11.77765369,57.14932413,-4.0039644241333,"50-75"
12.37765369,54.84932413,-2.92359781265259,"75-100"
11.77765369,57.44932413,-3.40407228469849,"50-75"
12.27765369,54.74932413,-3.00468564033508,"75-100"
14.17765369,55.14932413,-4.40431261062622,"25-50"
13.97765369,55.14932413,-6.54640483856201,"0-25"
15.77765369,54.54932413,-4.18661022186279,"50-75"
14.87765369,54.74932413,-4.12379360198975,"50-75"
11.67765369,54.44932413,-4.88223171234131,"25-50"
14.87765369,54.54932413,-3.34995865821838,"75-100"
12.37765369,56.84932413,-7.22550964355469,"0-25"
11.57765369,57.44932413,-4.83050441741943,"25-50"
16.07765369,55.44932413,-7.86580181121826,"0-25"
16.27765369,55.54932413,-5.97911930084229,"0-25"
16.37765369,55.34932413,-7.16870832443237,"0-25"
14.97765369,54.74932413,-3.97670483589172,"50-75"
20.77765369,56.34932413,-4.45061922073364,"25-50"
12.77765369,56.54932413,-3.10148358345032,"75-100"
12.87765369,56.54932413,-3.08875608444214,"75-100"
12.47765369,56.74932413,-3.13588881492615,"75-100"
15.07765369,55.74932413,-5.11981010437012,"25-50"
15.37765369,54.94932413,-6.80918836593628,"0-25"
16.87765369,54.84932413,-3.07728552818298,"75-100"
12.57765369,56.74932413,-4.58613204956055,"25-50"
11.87765369,56.84932413,-4.09387111663818,"50-75"
14.67765369,55.74932413,-4.91293144226074,"25-50"
14.77765369,55.74932413,-4.95047950744629,"25-50"
14.87765369,55.74932413,-4.91361284255981,"25-50"
15.47765369,54.94932413,-7.04342269897461,"0-25"
15.57765369,55.04932413,-8.28628826141357,"0-25"
11.27765369,54.54932413,-8.45820236206055,"0-25"
20.57765369,56.44932413,-4.68071508407593,"25-50"
11.07765369,54.54932413,-4.17034482955933,"50-75"
11.17765369,54.54932413,-4.64318132400513,"25-50"
16.97765369,55.34932413,-5.38406181335449,"0-25"
14.37765369,55.24932413,-4.78824663162231,"25-50"
16.97765369,54.84932413,-3.32186317443848,"75-100"
15.87765369,54.54932413,-3.83016443252563,"50-75"
14.97765369,55.74932413,-4.91755056381226,"25-50"
15.37765369,54.54932413,-3.74921298027039,"50-75"
15.47765369,54.54932413,-4.24118995666504,"50-75"
15.97765369,55.44932413,-8.07731437683105,"0-25"
16.67765369,55.14932413,-5.93261528015137,"0-25"
19.27765369,55.34932413,-4.27945327758789,"50-75"
16.57765369,55.04932413,-3.1754355430603,"75-100"
15.67765369,54.54932413,-4.19338178634644,"50-75"
14.07765369,55.14932413,-6.51313781738281,"0-25"
18.17765369,55.24932413,-3.6301441192627,"50-75"
15.57765369,55.14932413,-8.13076782226562,"0-25"
15.87765369,55.44932413,-8.3391637802124,"0-25"
14.67765369,55.84932413,-4.79626798629761,"25-50"
14.87765369,55.64932413,-5.33623266220093,"25-50"
14.87765369,55.84932413,-4.71528339385986,"25-50"
16.27765369,55.24932413,-8.18632888793945,"0-25"
19.67765369,56.14932413,-4.69860219955444,"25-50"
19.47765369,56.04932413,-5.45198011398315,"0-25"
17.17765369,55.34932413,-3.96630167961121,"50-75"
15.57765369,54.54932413,-4.16459321975708,"50-75"
16.57765369,55.14932413,-3.45605444908142,"50-75"
16.47765369,55.34932413,-6.98506116867065,"0-25"
15.97765369,54.84932413,-4.11610221862793,"50-75"
18.37765369,55.64932413,-4.17458629608154,"50-75"
14.37765369,55.34932413,-3.38988900184631,"50-75"
14.47765369,55.44932413,-3.90358591079712,"50-75"
16.47765369,55.74932413,-5.99920034408569,"0-25"
18.27765369,55.14932413,-3.62313985824585,"50-75"
19.57765369,55.94932413,-3.06495809555054,"75-100"
14.47765369,55.34932413,-4.89666795730591,"25-50"
19.27765369,55.44932413,-3.98669528961182,"50-75"
14.57765369,55.34932413,-4.36586093902588,"25-50"
16.67765369,55.44932413,-7.18535757064819,"0-25"
20.17765369,56.04932413,-3.06900644302368,"75-100"
16.57765369,55.44932413,-7.09555435180664,"0-25"
20.27765369,56.34932413,-3.12282609939575,"75-100"
19.67765369,55.74932413,-3.70094680786133,"50-75"
16.57765369,55.54932413,-5.74567174911499,"0-25"
15.67765369,55.04932413,-8.4292163848877,"0-25"
15.27765369,54.54932413,-6.28645801544189,"0-25"
16.47765369,55.14932413,-5.27894449234009,"25-50"
16.37765369,55.04932413,-3.6157865524292,"50-75"
14.57765369,55.44932413,-4.44616413116455,"25-50"
