"longitude","latitude","reconstruction_log_probability","percentile"
16.27765369,55.14932413,-8.03171348571777,"0-25"
20.27765369,56.14932413,-5.35156869888306,"25-50"
20.27765369,56.24932413,-3.04973554611206,"75-100"
17.97765369,55.54932413,-3.8974437713623,"50-75"
15.37765369,54.84932413,-7.13978004455566,"0-25"
18.07765369,55.24932413,-3.89104247093201,"50-75"
16.47765369,55.04932413,-6.13203811645508,"0-25"
16.37765369,55.14932413,-5.4710168838501,"0-25"
18.07765369,55.64932413,-3.89468336105347,"50-75"
19.47765369,55.94932413,-3.16421556472778,"75-100"
17.67765369,55.54932413,-3.90068030357361,"50-75"
11.57765369,54.44932413,-6.51223421096802,"0-25"
17.07765369,56.34932413,-3.21386051177979,"75-100"
17.97765369,56.14932413,-3.3476505279541,"75-100"
17.77765369,56.34932413,-5.55456781387329,"0-25"
17.87765369,56.44932413,-3.33045172691345,"75-100"
17.97765369,56.24932413,-7.72043466567993,"0-25"
17.87765369,56.24932413,-5.49450874328613,"0-25"
17.87765369,56.34932413,-5.22843313217163,"25-50"
15.37765369,55.74932413,-5.04080724716187,"25-50"
19.77765369,56.14932413,-4.73488330841064,"25-50"
17.17765369,56.44932413,-3.3466522693634,"75-100"
19.57765369,55.74932413,-3.74485445022583,"50-75"
20.17765369,56.14932413,-5.46460676193237,"0-25"
17.17765369,56.34932413,-3.16439628601074,"75-100"
20.17765369,56.24932413,-3.09087038040161,"75-100"
14.87765369,54.64932413,-3.83960485458374,"50-75"
16.87765369,55.34932413,-7.33633947372437,"0-25"
19.27765369,56.44932413,-7.51153182983398,"0-25"
17.27765369,55.34932413,-4.44958639144897,"25-50"
16.97765369,56.34932413,-3.6442084312439,"50-75"
17.87765369,55.54932413,-5.07124948501587,"25-50"
17.97765369,55.44932413,-4.98713111877441,"25-50"
19.47765369,55.84932413,-3.30172801017761,"75-100"
14.87765369,56.04932413,-4.74434757232666,"25-50"
19.37765369,55.54932413,-4.04608678817749,"50-75"
18.47765369,55.94932413,-4.52769136428833,"25-50"
17.97765369,55.24932413,-4.18256235122681,"50-75"
18.47765369,55.84932413,-4.45206260681152,"25-50"
19.47765369,55.74932413,-3.61947894096375,"50-75"
19.47765369,55.64932413,-3.88716125488281,"50-75"
17.67765369,55.44932413,-4.45710420608521,"25-50"
19.27765369,55.64932413,-3.91257810592651,"50-75"
15.37765369,55.84932413,-5.0074348449707,"25-50"
19.37765369,55.94932413,-5.74940872192383,"0-25"
19.87765369,56.14932413,-4.84658527374268,"25-50"
19.77765369,56.04932413,-3.12543106079102,"75-100"
19.87765369,56.04932413,-3.16343069076538,"75-100"
17.27765369,56.34932413,-3.89811587333679,"50-75"
19.37765369,55.64932413,-3.80846834182739,"50-75"
15.07765369,54.84932413,-6.34139204025269,"0-25"
17.77765369,55.54932413,-4.52096033096313,"25-50"
18.07765369,55.74932413,-4.0947380065918,"50-75"
14.97765369,55.24932413,-3.32981371879578,"75-100"
19.07765369,55.74932413,-3.93966269493103,"50-75"
17.37765369,55.34932413,-4.54506301879883,"25-50"
19.17765369,56.34932413,-4.63358688354492,"25-50"
17.27765369,56.44932413,-3.45415019989014,"50-75"
19.37765369,55.74932413,-3.64039778709412,"50-75"
19.37765369,55.84932413,-3.41415452957153,"50-75"
15.47765369,55.74932413,-4.94618701934814,"25-50"
19.17765369,56.44932413,-7.31016159057617,"0-25"
17.87765369,55.24932413,-4.55062389373779,"25-50"
15.57765369,55.74932413,-5.43299055099487,"0-25"
19.17765369,55.74932413,-3.7562460899353,"50-75"
19.27765369,55.74932413,-3.61817288398743,"50-75"
13.17765369,55.04932413,-3.27520322799683,"75-100"
17.37765369,56.34932413,-3.13223886489868,"75-100"
15.87765369,55.64932413,-8.68250370025635,"0-25"
14.57765369,55.54932413,-4.54659700393677,"25-50"
15.17765369,55.14932413,-3.7143566608429,"50-75"
15.17765369,54.74932413,-4.42032623291016,"25-50"
17.77765369,55.44932413,-4.97378444671631,"25-50"
15.07765369,54.74932413,-4.44192743301392,"25-50"
16.97765369,56.24932413,-3.41752648353577,"50-75"
17.77765369,56.24932413,-3.1568763256073,"75-100"
17.27765369,55.14932413,-4.60114765167236,"25-50"
15.27765369,55.64932413,-6.81715726852417,"0-25"
17.37765369,55.14932413,-4.18283843994141,"50-75"
15.17765369,54.84932413,-6.64049386978149,"0-25"
19.27765369,55.84932413,-3.52531766891479,"50-75"
14.97765369,55.84932413,-4.80824565887451,"25-50"
18.07765369,55.94932413,-3.3191990852356,"75-100"
16.97765369,55.44932413,-5.08838415145874,"25-50"
15.77765369,55.74932413,-3.32236647605896,"75-100"
18.07765369,55.84932413,-3.71165704727173,"50-75"
17.47765369,55.34932413,-4.86151790618896,"25-50"
15.17765369,54.54932413,-6.1930136680603,"0-25"
17.87765369,56.14932413,-5.70770263671875,"0-25"
17.47765369,56.34932413,-3.29659056663513,"75-100"
15.97765369,54.94932413,-6.82305097579956,"0-25"
17.37765369,56.44932413,-3.64833331108093,"50-75"
14.97765369,55.94932413,-7.08322811126709,"0-25"
17.77765369,56.14932413,-5.53928565979004,"0-25"
15.57765369,55.84932413,-4.71611309051514,"25-50"
14.57765369,55.64932413,-6.08233118057251,"0-25"
19.07765369,56.24932413,-6.54176473617554,"0-25"
17.67765369,55.94932413,-4.30940914154053,"25-50"
15.87765369,55.84932413,-3.33929228782654,"75-100"
14.97765369,54.54932413,-3.33210611343384,"75-100"
14.47765369,55.54932413,-4.05316066741943,"50-75"
15.07765369,54.54932413,-5.89645528793335,"0-25"
17.47765369,55.14932413,-4.0968976020813,"50-75"
14.57765369,55.74932413,-4.94660377502441,"25-50"
15.17765369,55.24932413,-5.57466602325439,"0-25"
15.87765369,55.74932413,-4.86971282958984,"25-50"
15.27765369,55.74932413,-5.02543878555298,"25-50"
16.17765369,54.84932413,-3.66892099380493,"50-75"
15.17765369,55.74932413,-5.16299772262573,"25-50"
17.47765369,56.44932413,-4.00745153427124,"50-75"
18.67765369,56.44932413,-3.7282702922821,"50-75"
18.77765369,56.44932413,-4.16475009918213,"50-75"
18.97765369,56.24932413,-6.47837924957275,"0-25"
17.77765369,56.44932413,-3.7194938659668,"50-75"
15.47765369,55.84932413,-4.91345119476318,"25-50"
14.47765369,55.74932413,-4.98993158340454,"25-50"
17.67765369,56.44932413,-3.49418163299561,"50-75"
17.57765369,56.44932413,-3.26598024368286,"75-100"
15.07765369,55.84932413,-4.94235801696777,"25-50"
15.07765369,55.94932413,-4.7803258895874,"25-50"
17.07765369,55.34932413,-5.23474836349487,"25-50"
18.47765369,56.24932413,-3.71407651901245,"50-75"
15.07765369,56.04932413,-4.67037010192871,"25-50"
15.57765369,55.94932413,-4.5986762046814,"25-50"
18.87765369,56.14932413,-6.53242158889771,"0-25"
17.97765369,56.04932413,-3.83171653747559,"50-75"
15.47765369,55.94932413,-4.66320753097534,"25-50"
16.37765369,55.74932413,-3.77156376838684,"50-75"
15.17765369,55.84932413,-5.14885711669922,"25-50"
18.67765369,56.34932413,-4.35324907302856,"25-50"
15.27765369,55.94932413,-4.81255769729614,"25-50"
16.07765369,54.84932413,-6.64734268188477,"0-25"
15.17765369,56.04932413,-4.6199517250061,"25-50"
14.47765369,55.64932413,-5.53320837020874,"0-25"
15.27765369,55.84932413,-5.22889041900635,"25-50"
15.17765369,55.94932413,-4.7181601524353,"25-50"
15.37765369,55.94932413,-4.95020961761475,"25-50"
18.57765369,56.34932413,-3.66867327690125,"50-75"
18.57765369,56.24932413,-4.33633995056152,"25-50"
15.97765369,55.84932413,-4.25641536712646,"50-75"
16.17765369,55.84932413,-4.51587295532227,"25-50"
16.17765369,55.94932413,-3.53987717628479,"50-75"
16.07765369,55.84932413,-3.64841985702515,"50-75"
16.37765369,55.84932413,-3.62517189979553,"50-75"
16.47765369,55.94932413,-4.04755973815918,"50-75"
16.27765369,55.84932413,-4.27281808853149,"50-75"
16.27765369,55.94932413,-4.54972791671753,"25-50"
16.17765369,56.04932413,-4.6381573677063,"25-50"
16.17765369,55.64932413,-6.20567846298218,"0-25"
15.77765369,55.04932413,-8.3679838180542,"0-25"
18.87765369,55.44932413,-3.9244225025177,"50-75"
18.87765369,55.34932413,-3.94880175590515,"50-75"
15.57765369,54.84932413,-6.76250743865967,"0-25"
18.77765369,55.34932413,-3.89287757873535,"50-75"
18.77765369,55.24932413,-3.9946346282959,"50-75"
18.67765369,55.24932413,-3.99793291091919,"50-75"
19.37765369,56.44932413,-4.97521638870239,"25-50"
19.47765369,56.34932413,-6.07078266143799,"0-25"
19.37765369,56.34932413,-6.39339017868042,"0-25"
19.47765369,56.44932413,-4.90302801132202,"25-50"
18.77765369,55.44932413,-3.85157656669617,"50-75"
18.77765369,55.54932413,-3.79040169715881,"50-75"
18.77765369,55.14932413,-4.10269165039062,"50-75"
18.87765369,55.54932413,-3.81193590164185,"50-75"
18.97765369,55.44932413,-3.97335767745972,"50-75"
18.67765369,55.34932413,-3.76503205299377,"50-75"
18.67765369,55.44932413,-3.65302395820618,"50-75"
19.37765369,56.24932413,-6.32331562042236,"0-25"
19.57765369,56.44932413,-4.7743091583252,"25-50"
18.87765369,55.64932413,-3.78015851974487,"50-75"
18.87765369,55.14932413,-4.04005908966064,"50-75"
18.97765369,55.14932413,-4.17830324172974,"50-75"
18.97765369,55.04932413,-4.29269886016846,"50-75"
18.87765369,55.04932413,-4.14372539520264,"50-75"
18.97765369,54.94932413,-4.38843822479248,"25-50"
19.47765369,56.14932413,-5.74607133865356,"0-25"
18.57765369,55.34932413,-3.74035477638245,"50-75"
18.87765369,55.24932413,-3.98342037200928,"50-75"
18.17765369,55.54932413,-3.91150188446045,"50-75"
18.07765369,55.44932413,-3.69777417182922,"50-75"
18.27765369,55.54932413,-4.17977666854858,"50-75"
18.17765369,55.44932413,-3.78073072433472,"50-75"
18.27765369,55.44932413,-3.73617935180664,"50-75"
18.37765369,55.54932413,-4.05019474029541,"50-75"
18.17765369,55.34932413,-3.64967584609985,"50-75"
19.17765369,55.54932413,-3.95137786865234,"50-75"
18.97765369,55.74932413,-3.84264516830444,"50-75"
19.07765369,55.54932413,-3.94549655914307,"50-75"
18.97765369,55.54932413,-3.89704203605652,"50-75"
20.07765369,55.54932413,-4.06812620162964,"50-75"
20.07765369,55.64932413,-4.27674007415771,"50-75"
18.97765369,55.34932413,-6.0896110534668,"0-25"
19.57765369,56.24932413,-5.86962223052979,"0-25"
18.37765369,55.44932413,-3.77837729454041,"50-75"
18.47765369,55.54932413,-3.90937924385071,"50-75"
18.57765369,55.64932413,-3.81301832199097,"50-75"
18.67765369,55.54932413,-3.74440622329712,"50-75"
18.57765369,55.54932413,-3.7349488735199,"50-75"
18.47765369,55.44932413,-3.70588827133179,"50-75"
18.57765369,55.44932413,-3.6973032951355,"50-75"
18.47765369,55.34932413,-3.62737917900085,"50-75"
19.07765369,55.44932413,-4.29045438766479,"50-75"
19.07765369,54.64932413,-4.69935512542725,"25-50"
19.07765369,54.84932413,-4.58296203613281,"25-50"
19.07765369,55.04932413,-4.10645198822021,"50-75"
20.17765369,55.54932413,-3.65665459632874,"50-75"
19.47765369,56.24932413,-6.32604169845581,"0-25"
18.07765369,55.54932413,-3.77627992630005,"50-75"
18.97765369,55.24932413,-4.01285791397095,"50-75"
19.07765369,55.14932413,-4.12736368179321,"50-75"
19.97765369,55.54932413,-4.26231050491333,"50-75"
19.17765369,55.14932413,-4.25622415542603,"50-75"
19.57765369,56.34932413,-4.29113531112671,"50-75"
19.97765369,55.64932413,-4.39284086227417,"25-50"
19.87765369,55.64932413,-4.37067365646362,"25-50"
20.27765369,55.64932413,-3.73405981063843,"50-75"
17.97765369,55.64932413,-4.0186710357666,"50-75"
19.27765369,55.24932413,-4.34201622009277,"25-50"
20.17765369,55.64932413,-3.84175276756287,"50-75"
18.97765369,54.44932413,-5.29232168197632,"25-50"
19.57765369,56.14932413,-5.40481996536255,"0-25"
19.67765369,56.34932413,-4.09827613830566,"50-75"
20.37765369,56.44932413,-3.15228199958801,"75-100"
18.87765369,54.54932413,-6.1175389289856,"0-25"
14.07765369,54.04932413,-3.73348689079285,"50-75"
19.77765369,55.74932413,-3.75603747367859,"50-75"
19.97765369,55.74932413,-3.82645678520203,"50-75"
19.87765369,55.74932413,-3.82593417167664,"50-75"
15.77765369,55.24932413,-8.19811916351318,"0-25"
18.37765369,56.14932413,-5.7859845161438,"0-25"
18.37765369,56.04932413,-4.16133117675781,"50-75"
18.37765369,55.94932413,-4.41969156265259,"25-50"
18.47765369,56.14932413,-6.96455574035645,"0-25"
18.47765369,56.04932413,-4.53252506256104,"25-50"
10.17765369,54.84932413,-5.97579050064087,"0-25"
19.17765369,55.04932413,-4.2810001373291,"50-75"
15.87765369,55.14932413,-7.95622396469116,"0-25"
20.07765369,55.74932413,-3.72331357002258,"50-75"
10.57765369,56.84932413,-3.14968323707581,"75-100"
10.67765369,56.74932413,-3.06949377059937,"75-100"
20.47765369,55.54932413,-3.58355164527893,"50-75"
20.27765369,56.44932413,-3.51428747177124,"50-75"
9.777653694,55.14932413,-3.1961236000061,"75-100"
10.47765369,56.54932413,-3.25033807754517,"75-100"
20.17765369,55.74932413,-3.67384958267212,"50-75"
19.87765369,55.84932413,-3.46062517166138,"50-75"
20.47765369,55.14932413,-2.90252017974854,"75-100"
11.67765369,54.24932413,-5.08581447601318,"25-50"
10.57765369,55.64932413,-3.18007230758667,"75-100"
19.07765369,54.74932413,-4.72217416763306,"25-50"
16.07765369,55.54932413,-6.3232216835022,"0-25"
10.57765369,56.54932413,-3.09303045272827,"75-100"
11.67765369,57.24932413,-4.04539585113525,"50-75"
11.67765369,57.44932413,-4.2851128578186,"50-75"
20.77765369,55.74932413,-3.241131067276,"75-100"
12.17765369,55.14932413,-2.68471837043762,"75-100"
19.97765369,55.84932413,-3.48306322097778,"50-75"
12.77765369,55.04932413,-5.65870714187622,"0-25"
10.27765369,54.94932413,-3.04735517501831,"75-100"
11.77765369,54.34932413,-4.828932762146,"25-50"
10.07765369,54.94932413,-3.76267862319946,"50-75"
16.07765369,55.14932413,-7.92164421081543,"0-25"
20.47765369,55.64932413,-4.15470695495605,"50-75"
12.57765369,55.14932413,-2.86159324645996,"75-100"
20.37765369,55.64932413,-3.90685844421387,"50-75"
20.57765369,55.54932413,-3.91555070877075,"50-75"
9.777653694,54.84932413,-3.13048338890076,"75-100"
20.47765369,55.04932413,-2.9530827999115,"75-100"
14.57765369,55.14932413,-3.82944512367249,"50-75"
19.97765369,55.94932413,-3.28505897521973,"75-100"
13.47765369,54.14932413,-4.04191207885742,"50-75"
14.57765369,54.84932413,-2.99250650405884,"75-100"
13.47765369,54.74932413,-3.68992328643799,"50-75"
13.57765369,54.14932413,-3.9990508556366,"50-75"
19.67765369,56.24932413,-5.62446975708008,"0-25"
19.77765369,56.34932413,-6.18411064147949,"0-25"
19.67765369,56.44932413,-4.78968667984009,"25-50"
14.87765369,55.34932413,-5.84602928161621,"0-25"
14.97765369,55.34932413,-5.89080142974854,"0-25"
18.37765369,55.34932413,-3.61661148071289,"50-75"
20.67765369,55.54932413,-3.96280956268311,"50-75"
13.87765369,54.94932413,-5.95048379898071,"0-25"
12.77765369,55.14932413,-5.34275007247925,"25-50"
11.07765369,56.04932413,-3.3800196647644,"50-75"
11.17765369,55.94932413,-3.7094190120697,"50-75"
11.07765369,55.84932413,-2.90544486045837,"75-100"
10.67765369,56.54932413,-3.05971169471741,"75-100"
10.37765369,54.74932413,-4.9699068069458,"25-50"
15.97765369,55.14932413,-7.91790390014648,"0-25"
14.47765369,55.14932413,-5.98518371582031,"0-25"
14.47765369,55.04932413,-3.2046422958374,"75-100"
13.67765369,54.44932413,-3.51595306396484,"50-75"
9.877653694,55.14932413,-5.38069295883179,"0-25"
20.97765369,55.64932413,-4.73330497741699,"25-50"
20.87765369,55.74932413,-3.29141068458557,"75-100"
20.77765369,55.54932413,-5.04722547531128,"25-50"
11.67765369,57.34932413,-4.52414464950562,"25-50"
10.67765369,54.44932413,-4.75459480285645,"25-50"
11.97765369,54.34932413,-3.79122424125671,"50-75"
11.27765369,56.84932413,-5.16726779937744,"25-50"
20.87765369,54.94932413,-5.56306314468384,"0-25"
12.47765369,56.54932413,-3.42940998077393,"50-75"
12.67765369,56.54932413,-3.18057584762573,"75-100"
20.97765369,55.44932413,-2.97217273712158,"75-100"
10.17765369,54.74932413,-5.30897617340088,"25-50"
10.17765369,54.94932413,-3.48834991455078,"50-75"
13.37765369,54.74932413,-3.63622713088989,"50-75"
10.87765369,56.84932413,-3.13690519332886,"75-100"
11.97765369,57.24932413,-4.56205129623413,"25-50"
11.87765369,57.14932413,-7.65588569641113,"0-25"
12.17765369,57.04932413,-4.45316934585571,"25-50"
20.97765369,54.94932413,-5.39696025848389,"0-25"
10.27765369,54.44932413,-4.75840044021606,"25-50"
13.17765369,54.74932413,-3.87261891365051,"50-75"
11.67765369,57.14932413,-3.5202100276947,"50-75"
15.97765369,55.24932413,-8.07513046264648,"0-25"
11.97765369,57.14932413,-4.78841829299927,"25-50"
12.07765369,57.14932413,-3.81543278694153,"50-75"
14.37765369,55.04932413,-5.52135896682739,"0-25"
21.07765369,54.94932413,-5.3462929725647,"25-50"
10.77765369,56.74932413,-2.98078918457031,"75-100"
10.67765369,56.64932413,-3.11334156990051,"75-100"
10.87765369,56.74932413,-3.15736389160156,"75-100"
20.97765369,55.04932413,-5.17418098449707,"25-50"
10.47765369,55.74932413,-3.19123458862305,"75-100"
14.67765369,54.64932413,-3.99067401885986,"50-75"
10.27765369,54.64932413,-4.78036499023438,"25-50"
19.97765369,55.44932413,-3.94487452507019,"50-75"
14.07765369,54.94932413,-5.00830554962158,"25-50"
20.17765369,55.84932413,-3.38817882537842,"50-75"
11.57765369,57.14932413,-4.73852682113647,"25-50"
12.07765369,57.04932413,-4.71431636810303,"25-50"
14.27765369,55.14932413,-4.10691452026367,"50-75"
21.17765369,55.24932413,-5.30890083312988,"25-50"
11.67765369,57.04932413,-6.43666887283325,"0-25"
11.87765369,54.54932413,-2.90660095214844,"75-100"
20.87765369,55.24932413,-3.34344244003296,"75-100"
13.97765369,54.94932413,-5.46719217300415,"0-25"
10.47765369,55.94932413,-3.21998357772827,"75-100"
10.57765369,56.04932413,-3.20842385292053,"75-100"
10.67765369,55.94932413,-2.98127102851868,"75-100"
14.37765369,55.14932413,-5.13370180130005,"25-50"
12.17765369,54.54932413,-3.23017692565918,"75-100"
12.17765369,56.84932413,-4.51435613632202,"25-50"
19.17765369,54.74932413,-4.48407936096191,"25-50"
20.07765369,55.84932413,-3.53069591522217,"50-75"
11.87765369,57.04932413,-3.91880893707275,"50-75"
10.37765369,56.04932413,-5.36720418930054,"0-25"
14.17765369,55.04932413,-5.45203304290771,"0-25"
11.67765369,54.34932413,-4.92523574829102,"25-50"
14.27765369,54.94932413,-7.05610752105713,"0-25"
10.17765369,54.64932413,-4.88664436340332,"25-50"
10.47765369,56.04932413,-6.14940309524536,"0-25"
14.07765369,55.04932413,-5.7739052772522,"0-25"
15.27765369,55.54932413,-7.10163545608521,"0-25"
10.27765369,54.74932413,-5.09629392623901,"25-50"
11.07765369,54.04932413,-3.57096123695374,"50-75"
11.17765369,54.04932413,-3.90012836456299,"50-75"
10.97765369,54.04932413,-3.46632814407349,"50-75"
11.27765369,54.14932413,-3.49662947654724,"50-75"
12.17765369,56.94932413,-5.40084218978882,"0-25"
14.17765369,54.94932413,-7.22297143936157,"0-25"
14.17765369,54.84932413,-7.13406753540039,"0-25"
14.27765369,55.04932413,-4.92579317092896,"25-50"
12.17765369,56.24932413,-3.40015625953674,"50-75"
12.27765369,54.54932413,-3.50520706176758,"50-75"
13.97765369,54.84932413,-4.89146137237549,"25-50"
16.07765369,55.24932413,-7.97642660140991,"0-25"
11.27765369,55.84932413,-2.82879829406738,"75-100"
12.17765369,54.34932413,-3.00732398033142,"75-100"
10.47765369,54.64932413,-4.63793468475342,"25-50"
10.37765369,55.94932413,-3.00558710098267,"75-100"
15.97765369,55.04932413,-8.0616626739502,"0-25"
13.87765369,54.74932413,-4.87332820892334,"25-50"
10.97765369,55.14932413,-3.57041335105896,"50-75"
10.37765369,55.64932413,-3.43136715888977,"50-75"
11.97765369,56.34932413,-4.74365520477295,"25-50"
11.77765369,56.34932413,-3.13719177246094,"75-100"
11.97765369,57.04932413,-4.82375812530518,"25-50"
13.77765369,54.54932413,-4.07332515716553,"50-75"
15.47765369,55.54932413,-6.26474332809448,"0-25"
11.77765369,56.94932413,-5.07993650436401,"25-50"
19.27765369,55.04932413,-4.38225889205933,"25-50"
13.27765369,54.74932413,-3.54911136627197,"50-75"
11.07765369,55.94932413,-3.53208541870117,"50-75"
9.677653694,55.34932413,-3.05156445503235,"75-100"
9.777653694,55.34932413,-2.94288969039917,"75-100"
19.27765369,55.14932413,-4.29511547088623,"50-75"
11.37765369,56.04932413,-3.12251687049866,"75-100"
12.07765369,56.94932413,-4.80071544647217,"25-50"
15.57765369,55.54932413,-5.87840986251831,"0-25"
15.57765369,55.44932413,-8.04920768737793,"0-25"
14.07765369,54.84932413,-7.27603816986084,"0-25"
13.97765369,54.74932413,-5.23570966720581,"25-50"
11.57765369,57.24932413,-5.51243543624878,"0-25"
10.47765369,55.84932413,-3.37191009521484,"50-75"
12.27765369,56.84932413,-8.2854175567627,"0-25"
11.97765369,56.74932413,-4.27345371246338,"50-75"
11.77765369,56.74932413,-4.45090627670288,"25-50"
10.17765369,55.64932413,-3.38420009613037,"50-75"
13.07765369,54.84932413,-5.20023250579834,"25-50"
15.07765369,55.44932413,-6.4477276802063,"0-25"
13.57765369,54.74932413,-5.42034816741943,"0-25"
10.87765369,55.94932413,-3.10642576217651,"75-100"
13.87765369,54.84932413,-7.48857450485229,"0-25"
10.87765369,55.44932413,-3.53172135353088,"50-75"
15.27765369,55.34932413,-7.66831302642822,"0-25"
10.77765369,56.04932413,-3.19132566452026,"75-100"
12.37765369,56.74932413,-6.50002861022949,"0-25"
13.57765369,54.84932413,-5.5799241065979,"0-25"
14.07765369,54.74932413,-4.84324884414673,"25-50"
13.87765369,55.04932413,-5.4465799331665,"0-25"
10.97765369,55.94932413,-3.19547772407532,"75-100"
12.27765369,56.74932413,-6.80685424804688,"0-25"
11.37765369,57.54932413,-5.5896897315979,"0-25"
11.17765369,57.54932413,-7.11674213409424,"0-25"
11.47765369,57.24932413,-4.67381286621094,"25-50"
11.47765369,56.14932413,-3.06903433799744,"75-100"
13.27765369,54.84932413,-4.8813214302063,"25-50"
13.47765369,55.04932413,-7.25973176956177,"0-25"
13.47765369,54.94932413,-3.63611054420471,"50-75"
12.57765369,56.54932413,-3.36482834815979,"75-100"
13.57765369,54.94932413,-4.99173021316528,"25-50"
10.47765369,54.74932413,-5.06054782867432,"25-50"
11.67765369,56.74932413,-3.46582412719727,"50-75"
11.27765369,55.04932413,-2.86317276954651,"75-100"
11.87765369,56.64932413,-4.547767162323,"25-50"
10.27765369,55.64932413,-3.21546673774719,"75-100"
12.07765369,56.84932413,-4.66142559051514,"25-50"
15.17765369,55.54932413,-6.34521436691284,"0-25"
15.97765369,54.74932413,-3.56498241424561,"50-75"
10.37765369,54.54932413,-4.68320608139038,"25-50"
17.57765369,55.34932413,-4.10607481002808,"50-75"
13.77765369,54.84932413,-5.84412908554077,"0-25"
12.07765369,56.64932413,-5.28817462921143,"25-50"
11.67765369,56.54932413,-5.43037271499634,"0-25"
11.57765369,56.14932413,-3.25588750839233,"75-100"
12.37765369,56.64932413,-6.57898426055908,"0-25"
12.07765369,56.74932413,-4.51085233688354,"25-50"
11.77765369,56.64932413,-5.40341186523438,"0-25"
11.47765369,54.44932413,-6.07390451431274,"0-25"
15.17765369,55.64932413,-3.84956884384155,"50-75"
11.07765369,55.14932413,-5.35207319259644,"25-50"
19.87765369,55.54932413,-4.25671577453613,"50-75"
13.77765369,54.64932413,-3.81260395050049,"50-75"
13.37765369,54.94932413,-3.39542961120605,"50-75"
13.77765369,54.94932413,-5.04451370239258,"25-50"
11.57765369,56.44932413,-4.9789400100708,"25-50"
11.77765369,56.44932413,-6.82849502563477,"0-25"
13.47765369,54.84932413,-5.54073333740234,"0-25"
11.17765369,56.14932413,-3.08161187171936,"75-100"
11.07765369,55.34932413,-4.31100749969482,"25-50"
10.57765369,54.54932413,-5.05184984207153,"25-50"
11.67765369,56.34932413,-5.51578903198242,"0-25"
15.97765369,55.74932413,-3.92660880088806,"50-75"
11.47765369,54.24932413,-5.14081001281738,"25-50"
11.47765369,54.04932413,-3.2348690032959,"75-100"
11.47765369,57.14932413,-3.83409762382507,"50-75"
11.07765369,56.14932413,-3.37955236434937,"50-75"
12.17765369,56.74932413,-4.86168956756592,"25-50"
19.17765369,54.54932413,-6.23271894454956,"0-25"
11.97765369,56.64932413,-3.17106318473816,"75-100"
13.17765369,54.84932413,-5.48444366455078,"0-25"
15.97765369,55.54932413,-6.39198732376099,"0-25"
11.77765369,56.54932413,-4.78018951416016,"25-50"
19.17765369,54.64932413,-6.04328203201294,"0-25"
19.17765369,54.84932413,-4.35155344009399,"25-50"
12.17765369,56.14932413,-3.34635305404663,"75-100"
10.77765369,54.54932413,-5.72822523117065,"0-25"
13.67765369,54.94932413,-3.81562829017639,"50-75"
10.97765369,56.14932413,-3.46575713157654,"50-75"
13.67765369,54.74932413,-5.30940866470337,"25-50"
10.87765369,56.14932413,-3.15875005722046,"75-100"
13.37765369,54.84932413,-5.97474479675293,"0-25"
13.77765369,55.04932413,-5.04506826400757,"25-50"
10.47765369,54.54932413,-4.74259328842163,"25-50"
13.87765369,55.14932413,-6.38187026977539,"0-25"
11.47765369,54.94932413,-2.74831128120422,"75-100"
11.77765369,56.84932413,-5.78520393371582,"0-25"
15.07765369,55.54932413,-7.08645677566528,"0-25"
12.17765369,56.64932413,-4.82456684112549,"25-50"
18.97765369,54.64932413,-5.18673038482666,"25-50"
11.57765369,55.04932413,-2.81749153137207,"75-100"
11.37765369,54.14932413,-3.42068433761597,"50-75"
11.27765369,55.14932413,-3.16466641426086,"75-100"
11.37765369,55.04932413,-2.96414160728455,"75-100"
15.87765369,55.24932413,-7.99983072280884,"0-25"
11.17765369,56.24932413,-3.0782458782196,"75-100"
15.07765369,55.64932413,-3.95884966850281,"50-75"
13.77765369,55.14932413,-6.61809301376343,"0-25"
12.07765369,56.24932413,-4.45620775222778,"25-50"
12.47765369,56.44932413,-3.30700969696045,"75-100"
11.97765369,56.44932413,-5.46497201919556,"0-25"
19.17765369,55.44932413,-4.03132247924805,"50-75"
20.17765369,56.44932413,-3.87526249885559,"50-75"
10.97765369,56.04932413,-3.33285546302795,"75-100"
10.37765369,54.44932413,-3.10039806365967,"75-100"
12.37765369,56.54932413,-3.82054829597473,"50-75"
14.87765369,55.54932413,-6.29275703430176,"0-25"
12.67765369,55.84932413,-3.87882471084595,"50-75"
13.67765369,54.84932413,-5.8101601600647,"0-25"
15.97765369,55.34932413,-8.32419681549072,"0-25"
11.77765369,55.74932413,-3.44153165817261,"50-75"
15.77765369,55.14932413,-8.2513952255249,"0-25"
14.97765369,55.64932413,-5.59804630279541,"0-25"
11.37765369,57.14932413,-3.30784606933594,"75-100"
11.37765369,54.44932413,-3.55968523025513,"50-75"
12.27765369,56.64932413,-4.27375888824463,"50-75"
14.77765369,54.64932413,-3.90474367141724,"50-75"
10.77765369,55.84932413,-3.2629132270813,"75-100"
10.57765369,54.64932413,-4.72275733947754,"25-50"
10.87765369,55.34932413,-3.35689043998718,"75-100"
10.97765369,55.44932413,-3.55054664611816,"50-75"
11.47765369,57.54932413,-5.22237205505371,"25-50"
19.97765369,55.34932413,-3.76468873023987,"50-75"
10.47765369,55.64932413,-3.32240605354309,"75-100"
15.57765369,55.24932413,-8.16349792480469,"0-25"
